source_key,source_name,source_url,source_row_number,explorer_slug,explorer_url,school_name_raw,school_name_clean,search_text,school_type,city,state,country,setting,institution_type,applications_tracked,combined_degree_applications_tracked,notes
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,90,Loma Linda,https://cycletrack.org/explorer/school/Loma Linda,Loma Linda University,Loma Linda University,Loma Linda Loma Linda University School of Medicine Loma Linda University,MD,Loma Linda,CA,USA,Suburban,Private Institution,932,24,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,91,Louisville,https://cycletrack.org/explorer/school/Louisville,University of Louisville,University of Louisville,Louisville University of Louisville School of Medicine University of Louisville,MD,Louisville,KY,USA,Urban,Public Institution,887,50,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,92,Loyola,https://cycletrack.org/explorer/school/Loyola,Loyola University,Loyola University,Loyola Loyola University Chicago Stritch School of Medicine Loyola University,MD,Maywood,IL,USA,Urban,Private Institution,4066,92,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,93,Manitoba,https://cycletrack.org/explorer/school/Manitoba,University of Manitoba,University of Manitoba,"Manitoba Max Rady College of Medicine, Rady Faculty of Health Sciences, University of Manitoba University of Manitoba",MD,Winnipeg,MB,CAN,Urban,Public Institution,35,6,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,94,Marian,https://cycletrack.org/explorer/school/Marian,Marian University,Marian University,Marian Marian University College of Osteopathic Medicine Marian University,DO,Indianapolis,IN,USA,Urban,Private Institution,558,3,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,95,Marshall,https://cycletrack.org/explorer/school/Marshall,Marshall University,Marshall University,Marshall Marshall University Joan C. Edwards School of Medicine Marshall University,MD,Huntington,WV,USA,Rural,Public Institution,472,12,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,96,Maryland,https://cycletrack.org/explorer/school/Maryland,University of Maryland,University of Maryland,Maryland University of Maryland School of Medicine University of Maryland,MD,Baltimore,MD,USA,Urban,Public Institution,2483,307,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,97,Massachussetts,https://cycletrack.org/explorer/school/Massachussetts,University of Massachusetts,University of Massachusetts,Massachussetts University of Massachusetts T.H. Chan School of Medicine University of Massachusetts,MD,Worcester,MA,USA,Urban,Public Institution,2633,240,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,98,Mayo,https://cycletrack.org/explorer/school/Mayo,Mayo Clinic,Mayo Clinic,Mayo Mayo Clinic Alix School of Medicine Mayo Clinic,MD,Rochester,MN,USA,Urban,Private Institution,3675,432,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,99,McGill,https://cycletrack.org/explorer/school/McGill,McGill University,McGill University,McGill McGill University Faculty of Medicine and Health Sciences McGill University,MD,Montréal,QC,CAN,Urban,Public Institution,40,10,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,100,McMaster,https://cycletrack.org/explorer/school/McMaster,McMaster University,McMaster University,McMaster McMaster University Michael G. DeGroote School of Medicine McMaster University,MD,Hamilton,ON,CAN,Urban,Public Institution,82,11,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,101,Medical College of Georgia,https://cycletrack.org/explorer/school/Medical College of Georgia,Medical College of Georgia,Medical College of Georgia,Medical College of Georgia Medical College of Georgia at Augusta University Medical College of Georgia,MD,Augusta,GA,USA,Urban,Public Institution,748,51,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,102,Medical College of Wisconsin,https://cycletrack.org/explorer/school/Medical College of Wisconsin,Medical College of Wisconsin,Medical College of Wisconsin,Medical College of Wisconsin Medical College of Wisconsin Medical College of Wisconsin,MD,Milwaukee,WI,USA,Suburban,Private Institution,3724,208,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,103,Medical University of South Carolina,https://cycletrack.org/explorer/school/Medical University of South Carolina,Medical University of South Carolina,Medical University of South Carolina,Medical University of South Carolina Medical University of South Carolina College of Medicine Medical University of South Carolina,MD,Charleston,SC,USA,Urban,Public Institution,619,139,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,104,Meharry,https://cycletrack.org/explorer/school/Meharry,Meharry Medical College,Meharry Medical College,Meharry Meharry Medical College Meharry Medical College,MD,Nashville,TN,USA,Urban,Private Institution,928,15,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,105,Memorial,https://cycletrack.org/explorer/school/Memorial,Memorial University,Memorial University,Memorial Memorial University of Newfoundland Faculty of Medicine Memorial University,MD,St Johns,NL,CAN,Urban,Public Institution,20,6,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,106,Mercer,https://cycletrack.org/explorer/school/Mercer,Mercer University,Mercer University,Mercer Mercer University School of Medicine Mercer University,MD,Macon,GA,USA,Urban,Private Institution,349,1,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,107,Meritus SOM,https://cycletrack.org/explorer/school/Meritus SOM,Meritus School of Osteopathic Medicine,Meritus School of Osteopathic Medicine,Meritus SOM Meritus School of Osteopathic Medicine Meritus School of Osteopathic Medicine,DO,Hagerstown,MD,USA,Rural,Private Institution,191,,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,108,Methodist University,https://cycletrack.org/explorer/school/Methodist University,Methodist University,Methodist University,Methodist University Methodist University Cape Fear Valley Health School of Medicine Methodist University,MD,Fayetville,NC,USA,Urban,Private Institution,78,,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,109,Miami,https://cycletrack.org/explorer/school/Miami,University of Miami,University of Miami,Miami University of Miami Leonard M. Miller School of Medicine University of Miami,MD,Miami,FL,USA,Urban,Private Institution,4071,205,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,110,Michigan,https://cycletrack.org/explorer/school/Michigan,University of Michigan,University of Michigan,Michigan University of Michigan Medical School University of Michigan,MD,Ann Arbor,MI,USA,Urban,Public Institution,5568,598,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,111,Michigan State,https://cycletrack.org/explorer/school/Michigan State,Michigan State University,Michigan State University,Michigan State Michigan State University College of Human Medicine Michigan State University,MD,East Lansing,MI,USA,Urban,Public Institution,1847,66,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,112,Michigan State COM,https://cycletrack.org/explorer/school/Michigan State COM,Michigan State University,Michigan State University,Michigan State COM Michigan State University College of Osteopathic Medicine Michigan State University,DO,East Lansing,MI,USA,Urban,Public Institution,1432,24,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,113,Midwestern - Arizona,https://cycletrack.org/explorer/school/Midwestern - Arizona,Arizona College of Osteopathic Medicine,Arizona College of Osteopathic Medicine,Midwestern - Arizona Arizona College of Osteopathic Medicine Arizona College of Osteopathic Medicine,DO,Glendale,AZ,USA,Suburban,Private Institution,602,2,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,114,Midwestern - Chicago,https://cycletrack.org/explorer/school/Midwestern - Chicago,Midwestern University,Midwestern University,Midwestern - Chicago Chicago College of Osteopathic Medicine at Midwestern University Midwestern University,DO,Downers Grove,IL,USA,Suburban,Private Institution,1034,1,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,115,Minnesota,https://cycletrack.org/explorer/school/Minnesota,University of Minnesota,University of Minnesota,Minnesota University of Minnesota Medical School University of Minnesota,MD,Minneapolis,MN,USA,Urban,Public Institution,1817,365,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,116,Mississippi,https://cycletrack.org/explorer/school/Mississippi,University of Mississippi,University of Mississippi,Mississippi University of Mississippi School of Medicine University of Mississippi,MD,Jackson,MS,USA,Suburban,Public Institution,68,3,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,117,Missouri - Columbia,https://cycletrack.org/explorer/school/Missouri - Columbia,University of Missouri (Columbia),University of Missouri (Columbia),Missouri - Columbia University of Missouri-Columbia School of Medicine University of Missouri (Columbia),MD,Columbia,MO,USA,Suburban,Public Institution,455,26,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,118,Missouri - Kansas City,https://cycletrack.org/explorer/school/Missouri - Kansas City,University of Missouri (Kansas City),University of Missouri (Kansas City),Missouri - Kansas City University of Missouri-Kansas City School of Medicine University of Missouri (Kansas City),MD,Kansas City,MO,USA,Urban,Public Institution,276,3,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,119,Montréal,https://cycletrack.org/explorer/school/Montréal,Universite de Montreal,Universite de Montreal,Montréal Universite de Montreal Faculty of Medicine Universite de Montreal,MD,Montréal,QC,CAN,Urban,Public Institution,13,,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,120,Morehouse,https://cycletrack.org/explorer/school/Morehouse,Morehouse School of Medicine,Morehouse School of Medicine,Morehouse Morehouse School of Medicine Morehouse School of Medicine,MD,Atlanta,GA,USA,Urban,Private Institution,957,28,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,121,Mount Sinai,https://cycletrack.org/explorer/school/Mount Sinai,Icahn School of Medicine,Icahn School of Medicine,Mount Sinai Icahn School of Medicine at Mount Sinai Icahn School of Medicine,MD,New York,NY,USA,Urban,Private Institution,5644,559,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,122,Nebraska,https://cycletrack.org/explorer/school/Nebraska,University of Nebraska,University of Nebraska,Nebraska University of Nebraska College of Medicine University of Nebraska,MD,Omaha,NE,USA,Urban,Public Institution,454,83,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,123,Nevada Reno,https://cycletrack.org/explorer/school/Nevada Reno,University of Nevada,University of Nevada,"Nevada Reno University of Nevada, Reno School of Medicine University of Nevada",MD,Reno,NV,USA,Urban,Public Institution,362,14,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,124,New England,https://cycletrack.org/explorer/school/New England,University of New England,University of New England,New England University of New England College of Osteopathic Medicine University of New England,DO,Biddeford,ME,USA,Rural,Private Institution,943,4,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,125,New Mexico,https://cycletrack.org/explorer/school/New Mexico,University of New Mexico,University of New Mexico,New Mexico University of New Mexico School of Medicine University of New Mexico,MD,Albuquerque,NM,USA,Urban,Public Institution,186,13,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,126,New York Institute of Technology,https://cycletrack.org/explorer/school/New York Institute of Technology,New York Institute of Technology,New York Institute of Technology,New York Institute of Technology New York Institute of Technology College of Osteopathic Medicine New York Institute of Technology,DO,Old Westbury,NY,USA,Urban,Private Institution,1523,7,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,127,New York Medical College,https://cycletrack.org/explorer/school/New York Medical College,New York Medical College,New York Medical College,New York Medical College New York Medical College New York Medical College,MD,Valhalla,NY,USA,Suburban,Private Institution,4251,33,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,128,New York University - Grossman,https://cycletrack.org/explorer/school/New York University - Grossman,NYU Grossman,NYU Grossman,New York University - Grossman NYU Grossman School of Medicine NYU Grossman,MD,New York,NY,USA,Urban,Private Institution,4172,346,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,129,New York University - Long Island,https://cycletrack.org/explorer/school/New York University - Long Island,NYU Grossman (Long Island),NYU Grossman (Long Island),New York University - Long Island NYU Grossman Long Island School of Medicine NYU Grossman (Long Island),MD,Mineola,NY,USA,Suburban,Private Institution,1381,10,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,130,Noorda,https://cycletrack.org/explorer/school/Noorda,Noorda College of Osteopathic Medicine,Noorda College of Osteopathic Medicine,Noorda Noorda College of Osteopathic Medicine Noorda College of Osteopathic Medicine,DO,Provo,UT,USA,Suburban,Private Institution,313,4,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,131,North Carolina,https://cycletrack.org/explorer/school/North Carolina,University of North Carolina Chapel Hill,University of North Carolina Chapel Hill,North Carolina University of North Carolina at Chapel Hill School of Medicine University of North Carolina Chapel Hill,MD,Chapel Hill,NC,USA,Suburban,Public Institution,2326,425,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,132,North Dakota,https://cycletrack.org/explorer/school/North Dakota,University of North Dakota,University of North Dakota,North Dakota University of North Dakota School of Medicine and Health Sciences University of North Dakota,MD,Grand Forks,ND,USA,Urban,Public Institution,256,5,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,133,North Texas,https://cycletrack.org/explorer/school/North Texas,Texas College of Osteopathic Medicine,Texas College of Osteopathic Medicine,North Texas University of North Texas Health Science Center-Texas College of Osteopathic Medicine Texas College of Osteopathic Medicine,DO,Fort Worth,TX,USA,Suburban,Public Institution,587,6,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,134,Northeast Ohio,https://cycletrack.org/explorer/school/Northeast Ohio,Northeast Ohio Medical University,Northeast Ohio Medical University,Northeast Ohio Northeast Ohio Medical University Northeast Ohio Medical University,MD,Rootstown,OH,USA,Rural,Public Institution,934,5,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,135,Northern Ontario School of Medicine,https://cycletrack.org/explorer/school/Northern Ontario School of Medicine,Northern Ontario School of Medicine,Northern Ontario School of Medicine,Northern Ontario School of Medicine Northern Ontario School of Medicine Northern Ontario School of Medicine,MD,Sudbury,ON,CAN,Rural,Public Institution,42,3,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,136,Northwestern,https://cycletrack.org/explorer/school/Northwestern,Northwestern University,Northwestern University,Northwestern Northwestern University The Feinberg School of Medicine Northwestern University,MD,Chicago,IL,USA,Urban,Private Institution,5066,667,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,137,Nova Southeastern,https://cycletrack.org/explorer/school/Nova Southeastern,Nova Southeastern University,Nova Southeastern University,Nova Southeastern Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine Nova Southeastern University,MD,Davie,FL,USA,Urban,Private Institution,1334,7,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,138,Nova Southeastern COM,https://cycletrack.org/explorer/school/Nova Southeastern COM,Nova Southeastern University,Nova Southeastern University,Nova Southeastern COM Nova Southeastern University Dr. Kiran C. Patel College of Osteopathic Medicine Nova Southeastern University,DO,For Lauderdale,FL,USA,Suburban,Private Institution,869,5,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,139,Oakland,https://cycletrack.org/explorer/school/Oakland,Oakland University,Oakland University,Oakland Oakland University William Beaumont School of Medicine Oakland University,MD,Rochester,MI,USA,Suburban,Public Institution,2304,15,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,140,Ohio State,https://cycletrack.org/explorer/school/Ohio State,Ohio State University,Ohio State University,Ohio State Ohio State University College of Medicine Ohio State University,MD,Columbus,OH,USA,Urban,Public Institution,3980,320,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,141,Ohio University,https://cycletrack.org/explorer/school/Ohio University,Ohio University,Ohio University,Ohio University Ohio University Heritage College of Osteopathic Medicine Ohio University,DO,Athens,OH,USA,Urban,Public Institution,539,7,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,142,Oklahoma,https://cycletrack.org/explorer/school/Oklahoma,University of Oklahoma,University of Oklahoma,Oklahoma University of Oklahoma College of Medicine University of Oklahoma,MD,Oklahoma City,OK,USA,Urban,Public Institution,397,23,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,143,Oklahoma State,https://cycletrack.org/explorer/school/Oklahoma State,Oklahoma State University,Oklahoma State University,Oklahoma State Oklahoma State University College of Osteopathic Medicine Oklahoma State University,DO,Tulsa,OK,USA,Urban,Public Institution,507,5,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,144,Oregon Health and Science,https://cycletrack.org/explorer/school/Oregon Health and Science,Oregon Health & Science University,Oregon Health & Science University,Oregon Health and Science Oregon Health & Science University School of Medicine Oregon Health & Science University,MD,Portland,OR,USA,Urban,Public Institution,1723,285,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,145,Orlando COM,https://cycletrack.org/explorer/school/Orlando COM,Orlando College of Osteopathic Medicine,Orlando College of Osteopathic Medicine,Orlando COM Orlando College of Osteopathic Medicine Orlando College of Osteopathic Medicine,DO,Winter Garden,FL,USA,Suburban,Private Institution,260,,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,146,Ottawa,https://cycletrack.org/explorer/school/Ottawa,University of Ottawa,University of Ottawa,Ottawa University of Ottawa Faculty of Medicine University of Ottawa,MD,Ottawa,ON,CAN,Urban,Public Institution,45,6,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,147,Pacific Northwest,https://cycletrack.org/explorer/school/Pacific Northwest,Pacific Northwest University,Pacific Northwest University,Pacific Northwest Pacific Northwest University of Health Sciences College of Osteopathic Medicine Pacific Northwest University,DO,Yakima,WA,USA,Suburban,Private Institution,427,,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,148,Penn State,https://cycletrack.org/explorer/school/Penn State,Pennsylvania State University,Pennsylvania State University,Penn State Pennsylvania State University College of Medicine Pennsylvania State University,MD,Hershey,PA,USA,Suburban,Public Institution,5036,234,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,149,Pennsylvania,https://cycletrack.org/explorer/school/Pennsylvania,University of Pennsylvania,University of Pennsylvania,Pennsylvania Perelman School of Medicine at the University of Pennsylvania University of Pennsylvania,MD,Philadelphia,PA,USA,Urban,Private Institution,4361,709,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,150,Philadelphia COM,https://cycletrack.org/explorer/school/Philadelphia COM,Philadelphia College of Osteopathic Medicine,Philadelphia College of Osteopathic Medicine,Philadelphia COM Philadelphia College of Osteopathic Medicine Philadelphia College of Osteopathic Medicine,DO,Philadelphia,PA,USA,Urban,Private Institution,1621,5,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,151,Philadelphia COM - Georgia,https://cycletrack.org/explorer/school/Philadelphia COM - Georgia,Philadelphia College of Osteopathic Medicine (Georgia),Philadelphia College of Osteopathic Medicine (Georgia),Philadelphia COM - Georgia PCOM Georgia Philadelphia College of Osteopathic Medicine (Georgia),DO,Suwanee,GA,USA,Suburban,Private Institution,585,1,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,152,Philadelphia COM - South Georgia,https://cycletrack.org/explorer/school/Philadelphia COM - South Georgia,Philadelphia College of Osteopathic Medicine (South Georgia),Philadelphia College of Osteopathic Medicine (South Georgia),Philadelphia COM - South Georgia PCOM South Georgia Philadelphia College of Osteopathic Medicine (South Georgia),DO,Moultrie,GA,USA,Rural,Private Institution,311,3,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,153,Pittsburgh,https://cycletrack.org/explorer/school/Pittsburgh,University of Pittsburgh,University of Pittsburgh,Pittsburgh University of Pittsburgh School of Medicine University of Pittsburgh,MD,Pittsburgh,PA,USA,Urban,Private Institution,5757,567,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,154,Ponce Health Sciences,https://cycletrack.org/explorer/school/Ponce Health Sciences,Ponce Health Sciences University,Ponce Health Sciences University,Ponce Health Sciences Ponce Health Sciences University School of Medicine Ponce Health Sciences University,MD,Ponce,PR,USA,Urban,Private Institution,178,,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,155,Queen's,https://cycletrack.org/explorer/school/Queen's,Queen's University,Queen's University,Queen's Queen's University Faculty of Health Sciences Queen's University,MD,Kingston,ON,CAN,Urban,Public Institution,78,6,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,156,Quinnipiac,https://cycletrack.org/explorer/school/Quinnipiac,Quinnipiac University,Quinnipiac University,Quinnipiac Frank H. Netter MD School of Medicine at Quinnipiac University Quinnipiac University,MD,Hamden,CT,USA,Suburban,Private Institution,3740,14,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,157,Rochester,https://cycletrack.org/explorer/school/Rochester,University of Rochester,University of Rochester,Rochester University of Rochester School of Medicine and Dentistry University of Rochester,MD,Rochester,NY,USA,Suburban,Private Institution,3259,297,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,158,Rocky Vista,https://cycletrack.org/explorer/school/Rocky Vista,Rocky Vista University,Rocky Vista University,Rocky Vista Rocky Vista University College of Osteopathic Medicine Rocky Vista University,DO,Englewood,CO,USA,Suburban,Private Institution,881,4,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,159,Rocky Vista - Montana,https://cycletrack.org/explorer/school/Rocky Vista - Montana,Rocky Vista University (Montana),Rocky Vista University (Montana),Rocky Vista - Montana Rocky Vista University - Montana College of Osteopathic Medicine Rocky Vista University (Montana),DO,Billings,MT,USA,Suburban,Private Institution,204,,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,160,Rosalind Franklin,https://cycletrack.org/explorer/school/Rosalind Franklin,Rosalind Franklin University,Rosalind Franklin University,Rosalind Franklin Chicago Medical School at Rosalind Franklin University of Medicine & Scienc Rosalind Franklin University,MD,North Chicago,IL,USA,Suburban,Private Institution,4478,79,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,161,Roseman,https://cycletrack.org/explorer/school/Roseman,Roseman University College of Medicine,Roseman University College of Medicine,Roseman Roseman University College of Medicine Roseman University College of Medicine,MD,Henderson,NV,USA,Suburban,Private Institution,182,,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,162,Rowan,https://cycletrack.org/explorer/school/Rowan,Rowan-Virtua School of Osteopathic Medicine,Rowan-Virtua School of Osteopathic Medicine,Rowan Rowan-Virtua School of Osteopathic Medicine Rowan-Virtua School of Osteopathic Medicine,DO,Stratford,NJ,USA,Suburban,Private Institution,1152,8,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,163,Rush,https://cycletrack.org/explorer/school/Rush,Rush University,Rush University,Rush Rush Medical College of Rush University Medical Center Rush University,MD,Chicago,IL,USA,Urban,Private Institution,4401,23,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,164,Rutgers - New Jersey,https://cycletrack.org/explorer/school/Rutgers - New Jersey,Rutgers University (New Jersey),Rutgers University (New Jersey),Rutgers - New Jersey Rutgers New Jersey Medical School Rutgers University (New Jersey),MD,Newark,NJ,USA,Urban,Public Institution,2181,140,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,165,Rutgers - Robert Wood Johnson,https://cycletrack.org/explorer/school/Rutgers - Robert Wood Johnson,Rutgers University (Robert Wood Johnson),Rutgers University (Robert Wood Johnson),"Rutgers - Robert Wood Johnson Rutgers, Robert Wood Johnson Medical School Rutgers University (Robert Wood Johnson)",MD,Piscataway,NJ,USA,Suburban,Public Institution,2019,190,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,166,SUNY Downstate,https://cycletrack.org/explorer/school/SUNY Downstate,State University of New York Downstate Health Sciences University,State University of New York Downstate Health Sciences University,SUNY Downstate SUNY Downstate Health Sciences University College of Medicine State University of New York Downstate Health Sciences University,MD,Brooklyn,NY,USA,Urban,Public Institution,2352,43,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,167,SUNY Upstate,https://cycletrack.org/explorer/school/SUNY Upstate,State University of New York Upstate Medical University,State University of New York Upstate Medical University,SUNY Upstate State University of New York Upstate Medical University Alan and Marlene Norton College of Medicine State University of New York Upstate Medical University,MD,Syracus,NY,USA,Urban,Public Institution,1897,92,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,168,Saint Louis,https://cycletrack.org/explorer/school/Saint Louis,Saint Louis University,Saint Louis University,Saint Louis Saint Louis University School of Medicine Saint Louis University,MD,Saint Louis,MO,USA,Urban,Private Institution,2475,55,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,169,Sam Houston,https://cycletrack.org/explorer/school/Sam Houston,Sam Houston State University,Sam Houston State University,Sam Houston Sam Houston State University College of Osteopathic Medicine Sam Houston State University,DO,Conroe,TX,USA,Suburban,Public Institution,475,3,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,170,San Juan Bautista,https://cycletrack.org/explorer/school/San Juan Bautista,San Juan Bautista School of Medicine,San Juan Bautista School of Medicine,San Juan Bautista San Juan Bautista School of Medicine San Juan Bautista School of Medicine,MD,Caguas,PR,USA,Rural,Private Institution,78,,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,171,Saskatchewan,https://cycletrack.org/explorer/school/Saskatchewan,University of Saskatchewan,University of Saskatchewan,Saskatchewan University of Saskatchewan College of Medicine University of Saskatchewan,MD,Saskatoon,SK,CAN,Urban,Public Institution,43,3,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,172,Sherbrooke,https://cycletrack.org/explorer/school/Sherbrooke,Universite de Sherbrooke,Universite de Sherbrooke,Sherbrooke Universite de Sherbrooke Faculty of Medicine Universite de Sherbrooke,MD,Sherbrooke,QC,CAN,Urban,Public Institution,36,3,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,173,South Alabama,https://cycletrack.org/explorer/school/South Alabama,University of South Alabama,University of South Alabama,South Alabama Frederick P. Whiddon College of Medicine at the University of South Alabama University of South Alabama,MD,Mobile,AL,USA,Suburban,Public Institution,248,1,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,174,South Carolina - Columbia,https://cycletrack.org/explorer/school/South Carolina - Columbia,University of South Carolina,University of South Carolina,South Carolina - Columbia University of South Carolina School of Medicine Columbia University of South Carolina,MD,Columbia,SC,USA,Urban,Public Institution,504,20,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,175,South Carolina - Greenville,https://cycletrack.org/explorer/school/South Carolina - Greenville,University of South Carolina,University of South Carolina,South Carolina - Greenville University of South Carolina School of Medicine Greenville University of South Carolina,MD,Greenville,SC,USA,Urban,Public Institution,860,6,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,176,South Dakota,https://cycletrack.org/explorer/school/South Dakota,University of South Dakota,University of South Dakota,"South Dakota University of South Dakota, Sanford School of Medicine University of South Dakota",MD,Sioux Falls,SD,USA,Rural,Public Institution,123,16,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,177,Southern Illinois,https://cycletrack.org/explorer/school/Southern Illinois,Southern Illinois University,Southern Illinois University,Southern Illinois Southern Illinois University School of Medicine Southern Illinois University,MD,Springfield,IL,USA,Urban,Public Institution,278,2,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,178,Stanford,https://cycletrack.org/explorer/school/Stanford,Stanford University,Stanford University,Stanford Stanford University School of Medicine Stanford University,MD,Stanford,CA,USA,Suburban,Private Institution,5011,621,
cycletrack_explorer,CycleTrack School Explorer,https://cycletrack.org/explorer,179,Stony Brook,https://cycletrack.org/explorer/school/Stony Brook,Stony Brook University,Stony Brook University,Stony Brook Renaissance School of Medicine at Stony Brook University Stony Brook University,MD,Stony Brook,NY,USA,Suburban,Public Institution,2509,247,
