school_id,school_name,degree_type,state_abbrev,school_website,candidate_source_url,candidate_source_title,candidate_source_type,source_host,official_domain_status,official_domain_score,official_match_reason,discovery_method,search_or_sitemap_query,source_last_checked,fetch_status,review_status,notes
md_florida_state_university_college_of_medicine_tallahassee_florida,Florida State University College of Medicine,MD,FL,http://med.fsu.edu/index.cfm?page=mdAdmissions.home&usemenu=prospectiveStudents,https://med.fsu.edu/pensacola/directory/student-profiles,Sitemap stats-like URL,class_profile,med.fsu.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_domain_sitemap,"""Florida State University College of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered from sitemap rooted at http://med.fsu.edu/.
md_florida_state_university_college_of_medicine_tallahassee_florida,Florida State University College of Medicine,MD,FL,http://med.fsu.edu/index.cfm?page=mdAdmissions.home&usemenu=prospectiveStudents,https://med.fsu.edu/sarasota/directory/student-profiles,Sitemap stats-like URL,class_profile,med.fsu.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_domain_sitemap,"""Florida State University College of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered from sitemap rooted at http://med.fsu.edu/.
md_florida_state_university_college_of_medicine_tallahassee_florida,Florida State University College of Medicine,MD,FL,http://med.fsu.edu/index.cfm?page=mdAdmissions.home&usemenu=prospectiveStudents,https://med.fsu.edu/studentaffairs/student-profiles,Sitemap stats-like URL,class_profile,med.fsu.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_domain_sitemap,"""Florida State University College of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered from sitemap rooted at http://med.fsu.edu/.
md_florida_state_university_college_of_medicine_tallahassee_florida,Florida State University College of Medicine,MD,FL,http://med.fsu.edu/index.cfm?page=mdAdmissions.home&usemenu=prospectiveStudents,https://med.fsu.edu/tallahassee/directory/student-profiles,Sitemap stats-like URL,class_profile,med.fsu.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_domain_sitemap,"""Florida State University College of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered from sitemap rooted at http://med.fsu.edu/.
md_florida_state_university_college_of_medicine_tallahassee_florida,Florida State University College of Medicine,MD,FL,http://med.fsu.edu/index.cfm?page=mdAdmissions.home&usemenu=prospectiveStudents,https://med.fsu.edu/thomasvilleprogram/student-profiles,Sitemap stats-like URL,class_profile,med.fsu.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_domain_sitemap,"""Florida State University College of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered from sitemap rooted at http://med.fsu.edu/.
md_frank_h_netter_md_school_of_medicine_at_quinnipiac_university_north_haven_connec,Frank H. Netter MD School of Medicine at Quinnipiac University,MD,CT,https://www.qu.edu/schools/medicine/admissions.html,https://www.qu.edu/schools/medicine/admissions.html,Apply for Admission | Frank H. Netter MD School of Medicine Quinnipiac University,admissions_statistics,qu.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_page_self_stats_context; third_party_school_source_url_seed; third_party_school_source_url_seed,"""Frank H. Netter MD School of Medicine at Quinnipiac University"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Seed page itself has stats-like context and MCAT/GPA terms. URL came from a third-party table's school_source_url field and is used only as an official candidate seed; values from that table are not evidence. match=high_confidence score=1. URL came from a third-party table's school_source_url field and is used only as an official candidate seed; values from that table are not evidence. match=high_confidence score=1.
md_geisel_school_of_medicine_at_dartmouth_hanover_new_hampshire,Geisel School of Medicine at Dartmouth,MD,NH,http://geiselmed.dartmouth.edu/admissions/,http://geiselmed.dartmouth.edu/admissions/,Geisel School of Medicine at Dartmouth,admissions_page,geiselmed.dartmouth.edu,official_school_domain,1.00,Candidate host exactly matches school website host,third_party_school_source_url_seed,"""Geisel School of Medicine at Dartmouth"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,official_domain_seed_needs_stats_path,URL came from a third-party table's school_source_url field and is used only as an official candidate seed; values from that table are not evidence. match=exact score=1.
md_geisinger_commonwealth_school_of_medicine_scranton_pennsylvania,Geisinger Commonwealth School of Medicine,MD,PA,https://tcmc.edu/admissions/md-admissions/,https://tcmc.edu/admissions/md-admissions/,Geisinger Commonwealth School of Medicine,admissions_page,tcmc.edu,official_school_domain,1.00,Candidate host exactly matches school website host,third_party_school_source_url_seed,"""Geisinger Commonwealth School of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetch_failed_url_error,official_domain_seed_needs_stats_path,URL came from a third-party table's school_source_url field and is used only as an official candidate seed; values from that table are not evidence. match=exact score=1.
md_geisinger_commonwealth_school_of_medicine_scranton_pennsylvania,Geisinger Commonwealth School of Medicine,MD,PA,https://www.geisinger.edu/education/admissions/md-admissions/application-process,https://www.geisinger.edu/education/admissions/md-admissions/application-process,Letter requirement URL from normalized source table,admissions_page,geisinger.edu,official_school_domain,1.00,Candidate host exactly matches school website host,cycletrack_md_requirement_url; normalized_letter_requirement_url,"""Geisinger Commonwealth School of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetch_failed_url_error,official_domain_seed_needs_stats_path,Candidate URL only; letter requirement page is not score evidence unless fetched class-profile context is found. Matched CycleTrack requirement URL as official candidate seed; match=exact score=1.
md_george_washington_university_school_of_medicine_and_health_sciences_washington_d,George Washington University School of Medicine and Health Sciences,MD,DC,http://smhs.gwu.edu/academics/md-program/admissions,http://smhs.gwu.edu/academics/md-program/admissions,George Washington University School of Medicine and Health Sciences,admissions_page,smhs.gwu.edu,official_school_domain,1.00,Candidate host exactly matches school website host,third_party_school_source_url_seed,"""George Washington University School of Medicine and Health Sciences"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,official_domain_seed_needs_stats_path,URL came from a third-party table's school_source_url field and is used only as an official candidate seed; values from that table are not evidence. match=exact score=1.
md_george_washington_university_school_of_medicine_and_health_sciences_washington_d,George Washington University School of Medicine and Health Sciences,MD,DC,http://smhs.gwu.edu/academics/md-program/admissions,http://smhs.gwu.edu/academics/md-program/admissions/student-profile,Student Profile,class_profile,smhs.gwu.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_admissions_one_hop_link,"""George Washington University School of Medicine and Health Sciences"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Found as a one-hop link from http://smhs.gwu.edu/academics/md-program/admissions.
md_george_washington_university_school_of_medicine_and_health_sciences_washington_d,George Washington University School of Medicine and Health Sciences,MD,DC,http://smhs.gwu.edu/academics/md-program/admissions,https://smhs.gwu.edu/academics/md-program/admissions/student-profile,Sitemap stats-like URL,class_profile,smhs.gwu.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_domain_sitemap,"""George Washington University School of Medicine and Health Sciences"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered from sitemap rooted at http://smhs.gwu.edu/.
md_george_washington_university_school_of_medicine_and_health_sciences_washington_d,George Washington University School of Medicine and Health Sciences,MD,DC,http://smhs.gwu.edu/academics/md-program/admissions,https://smhs.gwu.edu/academics/md-program/admissions/student-profile/abdelrhman-elnasseh,Sitemap stats-like URL,class_profile,smhs.gwu.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_domain_sitemap,"""George Washington University School of Medicine and Health Sciences"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered from sitemap rooted at http://smhs.gwu.edu/.
md_george_washington_university_school_of_medicine_and_health_sciences_washington_d,George Washington University School of Medicine and Health Sciences,MD,DC,http://smhs.gwu.edu/academics/md-program/admissions,https://smhs.gwu.edu/academics/md-program/admissions/student-profile/andrew-garcia,Sitemap stats-like URL,class_profile,smhs.gwu.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_domain_sitemap,"""George Washington University School of Medicine and Health Sciences"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered from sitemap rooted at http://smhs.gwu.edu/.
md_george_washington_university_school_of_medicine_and_health_sciences_washington_d,George Washington University School of Medicine and Health Sciences,MD,DC,http://smhs.gwu.edu/academics/md-program/admissions,https://smhs.gwu.edu/academics/md-program/admissions/student-profile/elizabeth-ghandakly,Sitemap stats-like URL,class_profile,smhs.gwu.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_domain_sitemap,"""George Washington University School of Medicine and Health Sciences"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered from sitemap rooted at http://smhs.gwu.edu/.
md_george_washington_university_school_of_medicine_and_health_sciences_washington_d,George Washington University School of Medicine and Health Sciences,MD,DC,http://smhs.gwu.edu/academics/md-program/admissions,https://smhs.gwu.edu/academics/md-program/admissions/student-profile/philip-parel,Sitemap stats-like URL,class_profile,smhs.gwu.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_domain_sitemap,"""George Washington University School of Medicine and Health Sciences"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered from sitemap rooted at http://smhs.gwu.edu/.
md_george_washington_university_school_of_medicine_and_health_sciences_washington_d,George Washington University School of Medicine and Health Sciences,MD,DC,http://smhs.gwu.edu/academics/md-program/admissions,https://smhs.gwu.edu/academics/md-program/admissions/student-profile/tyler-bahoravitch,Sitemap stats-like URL,class_profile,smhs.gwu.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_domain_sitemap,"""George Washington University School of Medicine and Health Sciences"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered from sitemap rooted at http://smhs.gwu.edu/.
md_george_washington_university_school_of_medicine_and_health_sciences_washington_d,George Washington University School of Medicine and Health Sciences,MD,DC,http://smhs.gwu.edu/academics/md-program/admissions,https://smhs.gwu.edu/academics/md-program/admissions/student-profile/walters-aji-tebung,Sitemap stats-like URL,class_profile,smhs.gwu.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_domain_sitemap,"""George Washington University School of Medicine and Health Sciences"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered from sitemap rooted at http://smhs.gwu.edu/.
md_georgetown_university_school_of_medicine_washington_district_of_columbia,Georgetown University School of Medicine,MD,DC,https://som.georgetown.edu/prospectivestudents/degrees/md,https://som.georgetown.edu/prospectivestudents/degrees/md,Doctor of Medicine (MD) Program | Medical Education | Georgetown University,class_profile,som.georgetown.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_admissions_one_hop_link; official_page_self_stats_context; third_party_school_source_url_seed; third_party_school_source_url_seed,"""Georgetown University School of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Found as a one-hop link from https://som.georgetown.edu/prospectivestudents/degrees/md. Seed page itself has stats-like context and MCAT/GPA terms. URL came from a third-party table's school_source_url field and is used only as an official candidate seed; values from that table are not evidence. match=exact score=1. URL came from a third-party table's school_source_url field and is used only as an official candidate seed; values from that table are not evidence. match=exact score=1.
md_hackensack_meridian_school_of_medicine_nutley_new_jersey,Hackensack Meridian School of Medicine,MD,NJ,https://www.hmsom.org/admissions/requirements/,https://www.hmsom.org/admissions/requirements/,Letter requirement URL from normalized source table,admissions_page,hmsom.org,official_school_domain,1.00,Candidate host exactly matches school website host,cycletrack_md_requirement_url; normalized_letter_requirement_url,"""Hackensack Meridian School of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetch_failed_http_404,official_domain_seed_needs_stats_path,Candidate URL only; letter requirement page is not score evidence unless fetched class-profile context is found. Matched CycleTrack requirement URL as official candidate seed; match=exact score=1.
md_harvard_medical_school_boston_massachusetts,Harvard Medical School,MD,MA,https://hms.harvard.edu/departments/admissions,https://hms.harvard.edu/departments/admissions,Harvard Medical School,admissions_page,hms.harvard.edu,official_school_domain,1.00,Candidate host exactly matches school website host,third_party_school_source_url_seed,"""Harvard Medical School"" entering class profile MCAT GPA matriculants official",2026-06-08,fetch_failed_url_error,official_domain_seed_needs_stats_path,URL came from a third-party table's school_source_url field and is used only as an official candidate seed; values from that table are not evidence. match=exact score=1.
md_harvard_medical_school_boston_massachusetts,Harvard Medical School,MD,MA,https://meded.hms.harvard.edu/admissions-letters-evaluation,https://meded.hms.harvard.edu/admissions-letters-evaluation,Letter requirement URL from normalized source table,admissions_page,meded.hms.harvard.edu,official_school_domain,1.00,Candidate host exactly matches school website host,cycletrack_md_requirement_url; normalized_letter_requirement_url,"""Harvard Medical School"" entering class profile MCAT GPA matriculants official",2026-06-08,fetch_failed_url_error,official_domain_seed_needs_stats_path,Candidate URL only; letter requirement page is not score evidence unless fetched class-profile context is found. Matched CycleTrack requirement URL as official candidate seed; match=exact score=1.
md_harvard_medical_school_boston_massachusetts,Harvard Medical School,MD,MA,https://www.hms.harvard.edu/md_phd/admissions/process.html,https://www.hms.harvard.edu/md_phd/admissions/process.html,Letter requirement URL from normalized source table,admissions_page,hms.harvard.edu,official_school_domain,1.00,Candidate host exactly matches school website host,cycletrack_md_phd_requirement_url; normalized_letter_requirement_url,"""Harvard Medical School"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,official_domain_seed_needs_stats_path,Candidate URL only; letter requirement page is not score evidence unless fetched class-profile context is found. Matched CycleTrack requirement URL as official candidate seed; match=exact score=1.
md_howard_university_college_of_medicine_washington_district_of_columbia,Howard University College of Medicine,MD,DC,https://medicine.howard.edu/admissions,http://medicine.howard.edu/resources/drug-facts-cigarettes,Sitemap stats-like URL,class_profile,medicine.howard.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_domain_sitemap,"""Howard University College of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered from sitemap rooted at https://medicine.howard.edu/.
md_howard_university_college_of_medicine_washington_district_of_columbia,Howard University College of Medicine,MD,DC,https://medicine.howard.edu/admissions,http://medicine.howard.edu/resources/drug-facts-marijuana,Sitemap stats-like URL,class_profile,medicine.howard.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_domain_sitemap,"""Howard University College of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered from sitemap rooted at https://medicine.howard.edu/.
md_howard_university_college_of_medicine_washington_district_of_columbia,Howard University College of Medicine,MD,DC,https://medicine.howard.edu/admissions,http://medicine.howard.edu/resources/drug-facts-marijuana-0,Sitemap stats-like URL,class_profile,medicine.howard.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_domain_sitemap,"""Howard University College of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered from sitemap rooted at https://medicine.howard.edu/.
md_howard_university_college_of_medicine_washington_district_of_columbia,Howard University College of Medicine,MD,DC,https://medicine.howard.edu/admissions,http://medicine.howard.edu/resources/drug-factscigarettes,Sitemap stats-like URL,class_profile,medicine.howard.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_domain_sitemap,"""Howard University College of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered from sitemap rooted at https://medicine.howard.edu/.
md_howard_university_college_of_medicine_washington_district_of_columbia,Howard University College of Medicine,MD,DC,https://medicine.howard.edu/admissions,http://medicine.howard.edu/resources/smoking-facts,Sitemap stats-like URL,class_profile,medicine.howard.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_domain_sitemap,"""Howard University College of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered from sitemap rooted at https://medicine.howard.edu/.
md_howard_university_college_of_medicine_washington_district_of_columbia,Howard University College of Medicine,MD,DC,https://medicine.howard.edu/admissions,http://medicine.howard.edu/resources/tobacco-facts,Sitemap stats-like URL,class_profile,medicine.howard.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_domain_sitemap,"""Howard University College of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered from sitemap rooted at https://medicine.howard.edu/.
md_howard_university_college_of_medicine_washington_district_of_columbia,Howard University College of Medicine,MD,DC,https://medicine.howard.edu/admissions,http://medicine.howard.edu/resources/tobacco-facts-0,Sitemap stats-like URL,class_profile,medicine.howard.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_domain_sitemap,"""Howard University College of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered from sitemap rooted at https://medicine.howard.edu/.
md_howard_university_college_of_medicine_washington_district_of_columbia,Howard University College of Medicine,MD,DC,https://medicine.howard.edu/admissions,https://medicine.howard.edu/admissions,Admission & Aid | Howard University College of Medicine,class_profile,medicine.howard.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_page_self_stats_context; third_party_school_source_url_seed; third_party_school_source_url_seed,"""Howard University College of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Seed page itself has stats-like context and MCAT/GPA terms. URL came from a third-party table's school_source_url field and is used only as an official candidate seed; values from that table are not evidence. match=exact score=1. URL came from a third-party table's school_source_url field and is used only as an official candidate seed; values from that table are not evidence. match=exact score=1.
md_icahn_school_of_medicine_at_mount_sinai_new_york_new_york,Icahn School of Medicine at Mount Sinai,MD,NY,http://icahn.mssm.edu/education/medical/admissions,http://icahn.mssm.edu/education/medical/admissions,Icahn School of Medicine at Mount Sinai,admissions_page,icahn.mssm.edu,official_school_domain,1.00,Candidate host exactly matches school website host,third_party_school_source_url_seed,"""Icahn School of Medicine at Mount Sinai"" entering class profile MCAT GPA matriculants official",2026-06-08,fetch_failed_http_403,official_domain_seed_needs_stats_path,URL came from a third-party table's school_source_url field and is used only as an official candidate seed; values from that table are not evidence. match=exact score=1.
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,IN,https://medicine.iu.edu/education/md/admissions/,https://medicine.iu.edu/blogs/spirit-of-medicine/doctors-share-facts-to-promote-low-vision-awareness,Sitemap stats-like URL,class_profile,medicine.iu.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_domain_sitemap,"""Indiana University School of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered from sitemap rooted at https://medicine.iu.edu/.
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,IN,https://medicine.iu.edu/education/md/admissions/,https://medicine.iu.edu/blogs/student-life/fast-facts-top-reasons-to-love-all-nine-campuses,Sitemap stats-like URL,class_profile,medicine.iu.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_domain_sitemap,"""Indiana University School of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered from sitemap rooted at https://medicine.iu.edu/.
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,IN,https://medicine.iu.edu/education/md/admissions/,https://medicine.iu.edu/education/md/admissions/,MD Admissions | MD Program | IU School of Medicine Indiana University School of Medicine Contact Us Facebook Instagram LinkedIn Twitter Indiana University School of Medicine,admissions_statistics,medicine.iu.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_page_self_stats_context; third_party_school_source_url_seed; third_party_school_source_url_seed,"""Indiana University School of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Seed page itself has stats-like context and MCAT/GPA terms. URL came from a third-party table's school_source_url field and is used only as an official candidate seed; values from that table are not evidence. match=exact score=1. URL came from a third-party table's school_source_url field and is used only as an official candidate seed; values from that table are not evidence. match=exact score=1.
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,IN,https://medicine.iu.edu/education/md/admissions/,https://medicine.iu.edu/facts,Fact Sheet,class_profile,medicine.iu.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_admissions_one_hop_link,"""Indiana University School of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Found as a one-hop link from https://medicine.iu.edu/education/md/admissions/.
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,IN,https://medicine.iu.edu/education/md/admissions/,https://medicine.iu.edu/internal-medicine/annual-report,Sitemap stats-like URL,annual_report,medicine.iu.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_domain_sitemap,"""Indiana University School of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered from sitemap rooted at https://medicine.iu.edu/.
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,IN,https://medicine.iu.edu/education/md/admissions/,https://medicine.iu.edu/magazine/uncovering-the-stone-cold-facts,Sitemap stats-like URL,class_profile,medicine.iu.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_domain_sitemap,"""Indiana University School of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered from sitemap rooted at https://medicine.iu.edu/.
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,IN,https://medicine.iu.edu/education/md/admissions/,https://medicine.iu.edu/news/2009/01/medical-myths-and-facts-spelled-out-in-mini-medical-school,Sitemap stats-like URL,class_profile,medicine.iu.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_domain_sitemap,"""Indiana University School of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered from sitemap rooted at https://medicine.iu.edu/.
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,IN,https://medicine.iu.edu/education/md/admissions/,https://medicine.iu.edu/news/2013/03/ctsi-annual-report-announcement-2013,Sitemap stats-like URL,annual_report,medicine.iu.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_domain_sitemap,"""Indiana University School of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered from sitemap rooted at https://medicine.iu.edu/.
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,IN,https://medicine.iu.edu/education/md/admissions/,https://medicine.iu.edu/ophthalmology/news-events/annual-report,Sitemap stats-like URL,annual_report,medicine.iu.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_domain_sitemap,"""Indiana University School of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered from sitemap rooted at https://medicine.iu.edu/.
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,IN,https://medicine.iu.edu/education/md/admissions/,https://medicine.iu.edu/orthopaedic-surgery/news-events/annual-report,Sitemap stats-like URL,annual_report,medicine.iu.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_domain_sitemap,"""Indiana University School of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered from sitemap rooted at https://medicine.iu.edu/.
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,IN,https://medicine.iu.edu/education/md/admissions/,https://medicine.iu.edu/orthopaedic-surgery/news-events/annual-report/clinical-care,Sitemap stats-like URL,annual_report,medicine.iu.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_domain_sitemap,"""Indiana University School of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered from sitemap rooted at https://medicine.iu.edu/.
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,IN,https://medicine.iu.edu/education/md/admissions/,https://medicine.iu.edu/orthopaedic-surgery/news-events/annual-report/education,Sitemap stats-like URL,annual_report,medicine.iu.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_domain_sitemap,"""Indiana University School of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered from sitemap rooted at https://medicine.iu.edu/.
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,IN,https://medicine.iu.edu/education/md/admissions/,https://medicine.iu.edu/orthopaedic-surgery/news-events/annual-report/research,Sitemap stats-like URL,annual_report,medicine.iu.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_domain_sitemap,"""Indiana University School of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered from sitemap rooted at https://medicine.iu.edu/.
md_jacobs_school_of_medicine_and_biomedical_sciences_at_the_university_at_buffalo_b,Jacobs School of Medicine and Biomedical Sciences at the University at Buffalo,MD,NY,http://medicine.buffalo.edu/education/md/admissions.html,http://medicine.buffalo.edu/education/md/admissions.html,SUNY - Buffalo Jacobs School of Medicine and Biomedical Sciences,admissions_page,medicine.buffalo.edu,official_school_domain,1.00,Candidate host exactly matches school website host,third_party_school_source_url_seed,"""Jacobs School of Medicine and Biomedical Sciences at the University at Buffalo"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,official_domain_seed_needs_stats_path,URL came from a third-party table's school_source_url field and is used only as an official candidate seed; values from that table are not evidence. match=high_confidence score=0.931.
md_john_a_burns_school_of_medicine_university_of_hawaii_at_manoa_honolulu_hawaii,John A. Burns School of Medicine University of Hawaii at Manoa,MD,HI,http://jabsom.hawaii.edu/ed-programs/md-program/admissions-program/,http://jabsom.hawaii.edu/ed-programs/md-program/admissions-program/,University of Hawaii John A. Burns School of Medicine,admissions_page,jabsom.hawaii.edu,official_school_domain,1.00,Candidate host exactly matches school website host,third_party_school_source_url_seed,"""John A. Burns School of Medicine University of Hawaii at Manoa"" entering class profile MCAT GPA matriculants official",2026-06-08,fetch_failed_http_404,official_domain_seed_needs_stats_path,URL came from a third-party table's school_source_url field and is used only as an official candidate seed; values from that table are not evidence. match=high_confidence score=0.939.
md_johns_hopkins_university_school_of_medicine_baltimore_maryland,Johns Hopkins University School of Medicine,MD,MD,http://www.hopkinsmedicine.org/som/admissions/md/,http://www.hopkinsmedicine.org/som/admissions/md/,Johns Hopkins University School of Medicine,admissions_page,hopkinsmedicine.org,official_school_domain,1.00,Candidate host exactly matches school website host,third_party_school_source_url_seed,"""Johns Hopkins University School of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetch_failed_http_403,official_domain_seed_needs_stats_path,URL came from a third-party table's school_source_url field and is used only as an official candidate seed; values from that table are not evidence. match=exact score=1.
md_keck_school_of_medicine_of_the_university_of_southern_california_los_angeles_cal,Keck School of Medicine of the University of Southern California,MD,CA,http://keck.usc.edu/education/md-program/admissions/,http://keck.usc.edu/education/md-program/admissions/,University of Southern California Keck School of Medicine,admissions_page,keck.usc.edu,official_school_domain,1.00,Candidate host exactly matches school website host,third_party_school_source_url_seed,"""Keck School of Medicine of the University of Southern California"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,official_domain_seed_needs_stats_path,URL came from a third-party table's school_source_url field and is used only as an official candidate seed; values from that table are not evidence. match=high_confidence score=1.
md_lewis_katz_school_of_medicine_at_temple_university_philadelphia_pennsylvania,Lewis Katz School of Medicine at Temple University,MD,PA,https://medicine.temple.edu/admissions,https://medicine.temple.edu/admissions,Temple University Lewis Katz School of Medicine,admissions_page,medicine.temple.edu,official_school_domain,1.00,Candidate host exactly matches school website host,third_party_school_source_url_seed,"""Lewis Katz School of Medicine at Temple University"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,official_domain_seed_needs_stats_path,URL came from a third-party table's school_source_url field and is used only as an official candidate seed; values from that table are not evidence. match=high_confidence score=1.
